shobi_code,shobi_name,inspired_by,brand,gender,status,new,shobi_url,identity_source_type,identity_source_url,identity_verified,identity_match_rule,secondary_identity_source,fragrantica_url,top_notes,heart_notes,base_notes,notes,season,image,description,last_built_utc
2839-JUL N,POWDER LOVE,POWDER LOVE,Juliette Has A Gun,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2839-jul-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2839-jul-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Powder-Love-113627.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/113627.avif,"Niche Perfumes 2839-JUL N AR607 From €15.00 2839-JUL Inspired by the fragrance notes of POWDER LOVE. Unisex perfume with powdery, gourmand, sweet, musky and soft floral notes. Add to cart",2026-08-17T14:04:44+00:00
2838-JIM W,I WANT CHOO WITH LOVE,I WANT CHOO WITH LOVE,Jimmy Choo,women,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-women/2838-jim-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/2838-jim-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Jimmy-Choo/I-Want-Choo-With-Love-113626.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/113626.avif,"Fragrances For Women 2838-JIM W WP880 From €9.00 2838-JIM Inspired by the fragrance notes of I WANT CHOO WITH LOVE. Women's perfume with floral, fruity, sweet, rosy and musky notes. Add to cart",2026-08-17T14:04:44+00:00
2837-GUL MP,SCANDAL POUR HOMME ELIXIR,SCANDAL POUR HOMME ELIXIR,Jean Paul Gaultier,men,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-men/2837-gul-mp#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/ανδρικά-αρώματα/2837-gul-mp#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Elixir-121453.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/121453.avif,"Fragrances For Men 2837-GUL MP MP404 From €9.00 2837-GUL Inspired by the fragrance notes of SCANDAL POUR HOMME ELIXIR. Men's perfume with fruity, sweet, woody, aromatic and warm spicy notes. Add to cart",2026-08-17T14:04:44+00:00
2836-FRA N,MADNESS,MADNESS,Franck Boclet,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2836-fra-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/Franck-Boclet/Madness-90972.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/Franck-Boclet/Madness-90972.html,https://www.fragrantica.com/perfume/Franck-Boclet/Madness-90972.html,Saffron | Coconut | Coconut Milk | Rum,Vanilla | Spicy Notes | Oud | Rose,Sandalwood | Patchouli | Amber | Musk,Saffron | Coconut | Coconut Milk | Rum | Vanilla | Spicy Notes | Oud | Rose | Sandalwood | Patchouli | Amber | Musk,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/90972.avif,"Niche Perfumes 2836-FRA N AR606 From €15.00 2836-FRA Inspired by the fragrance notes of MADNESS. Unisex perfume with gourmand, coconut, vanilla, woody and amber notes. Add to cart",2026-08-17T14:04:44+00:00
2835-BORN N,PURPLE STAIN,PURPLE STAIN,BORNTOSTANDOUT,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2835-born-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2835-born-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/BORNTOSTANDOUT/Purple-Stain-102810.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/102810.avif,"Niche Perfumes 2835-BORN N AR605 From €15.00 2835-BORN Inspired by the fragrance notes of PURPLE STAIN. Unisex perfume with warm spicy, sweet, woody, balsamic and oud notes. Add to cart",2026-08-17T14:04:44+00:00
2834-AMG N,SINDBAD,SINDBAD,Amouage,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2834-amg-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2834-amg-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Niche Perfumes 2834-AMG N AR604 From €15.00 2834-AMG Inspired by the fragrance notes of SINDBAD. Unisex perfume with woody, spicy, fruity, sweet and gourmand notes. Add to cart",2026-08-17T14:04:44+00:00
2833-AMG N,MEANDER,MEANDER,Amouage,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2833-amg-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://www.fragrantica.com/perfume/amouage/meander-62859.html,1,learned-shobi-brand-token+fragrantica-name-exact,https://www.fragrantica.com/perfume/amouage/meander-62859.html,https://www.fragrantica.com/perfume/Amouage/Meander-62859.html,Olibanum | Carrot Seeds | Pink Pepper | Black Pepper,Orris | Cypriol Oil or Nagarmotha | Narcissus | Rose,Sandalwood | Olibanum | Vetiver,Olibanum | Carrot Seeds | Pink Pepper | Black Pepper | Orris | Cypriol Oil or Nagarmotha | Narcissus | Rose | Sandalwood | Vetiver,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/62859.avif,"Niche Perfumes 2833-AMG N AR603 From €15.00 2833-AMG Inspired by the fragrance notes of MEANDER. Unisex perfume with woody, powdery, earthy, spicy and balsamic notes. A refined and enveloping scent, admired for its creamy woods and elegant incense character. Add to cart",2026-08-17T14:04:44+00:00
2832-ZAD W,Zadig Eau de Parfum,Zadig Eau de Parfum,Zadig & Voltaire,women,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-women/2832-zad-w#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/2832-zad-w#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Zadig-Voltaire/Zadig-Eau-de-Parfum-103492.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/103492.avif,"Fragrances For Women 2832-ZAD W WP879 From €9.00 2832-ZAD W Inspired by the fragrance notes of Zadig Eau de Parfum. Women's perfume white floral, vanilla, citrus, fresh spicy, powdery, woody, sweet, fresh, warm spicy, soapy. Add to cart",2026-08-17T14:04:44+00:00
2831-GISS,Martinique Osmanthus Gissah 2025,Martinique Osmanthus Gissah 2025,Gissah,unisex,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/Martinique_Osmanthus_Gissah_inspired#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Elegants Fragrances 2831-GISS EL471 From €10.00 2831-GISS Inspired by the fragrance notes of Martinique Osmanthus Gissah 2025. Unisex perfume fruity, floral, caramel, white floral, almond, sweet, nutty, lactonic, soft spicy. Add to cart",2026-08-17T14:04:44+00:00
2830-VAL,Sogno In Rosso,Sogno In Rosso,Valentino,unisex,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/2830-val#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Elegants Fragrances 2830-VAL EL470 From €10.00 2830-VAL Inspired by the fragrance notes of Sogno In Rosso. Unisex perfume fresh spicy, lactonic, vanilla, woody, aromatic, amber, white floral, warm spicy, powdery, sweet. Add to cart",2026-08-17T14:04:44+00:00
2829-PARF N,Athénaïs,Athénaïs,Parfums de Marly,women,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/2829-parf-n#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/2829-parf-n#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Niche Perfumes 2829-PARF N AR602 From €15.00 2829-PARF N Inspired by the fragrance notes of Athénaïs. Women's perfume white floral, citrus, vanilla, sweet, floral, amber, fresh spicy. Add to cart",2026-08-17T14:04:44+00:00
2828-ATEL N,Vanille Carbone Atelier Materi,Vanille Carbone Atelier Materi,Atelier Materi,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/Vanille_Carbone_fragrance#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Niche Perfumes 2828-ATEL N AR601 From €15.00 2828-ATEL N Inspired by the fragrance notes of Vanille Carbone Atelier Materi. Unisex perfume vanilla, fresh spicy, amber, leather, soft spicy, warm spicy, powdery, sweet, balsamic, animalic. Add to cart",2026-08-17T14:04:44+00:00
2827-BYR N,Bal d'Afrique Absolu,Bal d'Afrique Absolu,Byredo,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/absolu_perfumes#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/absolu_arwmata#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Niche Perfumes 2827-BYR N AR600 From €15.00 2827-BYR N Inspired by the fragrance notes of Bal d'Afrique Absolu. Unisex perfume citrus, woody, aromatic, sweet, amber, fruity, powdery, animalic, musky. Add to cart",2026-08-17T14:04:44+00:00
2826-SOL,Cheirosa 91 Sol de Janeiro,Cheirosa 91 Sol de Janeiro,Sol De Janeiro,women,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/Cheirosa_91_Sol_fragrances_type#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-91-119651.html,Passionfruit | Pink Pepper,Pink Rose | Magnolia | Cream | Pistachio,Honey | Amber | Sugar | Caramel | Sandalwood,Passionfruit | Pink Pepper | Pink Rose | Magnolia | Cream | Pistachio | Honey | Amber | Sugar | Caramel | Sandalwood,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/119651.avif,"Elegants Fragrances 2826-SOL EL469 From €10.00 2826-SOL Inspired by the fragrance notes of Cheirosa 91 Sol de Janeiro. Women's perfume sweet, rose, tropical, floral, fruity, fresh, honey, amber, soft spicy. Add to cart",2026-08-17T14:04:44+00:00
2825-RARB,Rare Beauty,Rare Beauty,Rare Beauty,unisex,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/rare_beauty_perfume_inspired#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/rare_beauty_arwma#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Elegants Fragrances 2825-RARB EL468 From €10.00 2825-RARB Inspired by the fragrance notes of Rare Beauty. Unisex perfume vanilla, sweet, powdery, caramel, woody, musky, fresh spicy, cacao. Add to cart",2026-08-17T14:04:44+00:00
2824-NRO W,Pure Musc Blanc For Her,Pure Musc Blanc For Her,Narciso Rodriguez,women,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-women/musc_perfumes#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Fragrances For Women 2824-NRO W WP878 From €9.00 2824-NRO W Inspired by the fragrance notes of Pure Musc Blanc For Her. Women's perfume white floral, fresh, musky, aldehydic, powdery, vanilla, animalic. Add to cart",2026-08-17T14:04:44+00:00
2823-KAY,Eden Plush Pear | 23 Kayali,Eden Plush Pear | 23 Kayali,Kayali,women,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/Eden_Plush_Pear_parfum_type#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/Eden_Plush_Pear_αρωμα_τυπου#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Kayali-Fragrances/Eden-Plush-Pear-23-Eau-de-Parfum-127453.html,Pear | Mandarin | Bergamot,Freesia | Gardenia | Coconut Water | Lily of the Valley | Orange Blossom,Vanilla Caviar | Cashmere Wood | Sandalwood,Pear | Mandarin | Bergamot | Freesia | Gardenia | Coconut Water | Lily of the Valley | Orange Blossom | Vanilla Caviar | Cashmere Wood | Sandalwood,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/127453.avif,"Elegants Fragrances 2823-KAY EL467 From €10.00 2823-KAY Inspired by the fragrance notes of Eden Plush Pear | 23 Kayali. Women's perfume white floral, fruity, floral, sweet, vanilla, fresh, woody, aquatic, citrus. Add to cart",2026-08-17T14:04:44+00:00
2822-DRC W,Addict Purple Glow Eau De Parfum,Addict Purple Glow Eau De Parfum,Christian Dior,women,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-women/eau_de_parfums#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/eau_de_parfum#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Fragrances For Women 2822-DRC W WP877 From €9.00 2822-DRC W Inspired by the fragrance notes of Addict Purple Glow Eau De Parfum. Women's perfume fruity, iris, sweet, powdery, violet, vanilla, earthy. Add to cart",2026-08-17T14:04:44+00:00
2821-DRC W,Addict Peachy Glow Eau de Parfum,Addict Peachy Glow Eau de Parfum,Christian Dior,women,IN_STOCK,1,https://leparfum.com.gr/en/fragrances-for-women/peachy_perfumes#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/γυναικεία-αρώματα/peachy_arwmata#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Fragrances For Women 2821-DRC W WP876 From €9.00 2821-DRC W Inspired by the fragrance notes of Addict Peachy Glow Eau de Parfum. Women's perfume vanilla, sweet, fruity, white floral, powdery, lactonic. Add to cart",2026-08-17T14:04:44+00:00
2820-MIN N,Queening Mind Games,Queening Mind Games,Mind Games,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/Queening_Mind_Games_inspired#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/Queening_Mind_Games_type#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Mind-Games/Queening-89898.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/89898.avif,"Niche Perfumes 2820-MIN N AR599 From €15.00 2820-MIN N Inspired by the fragrance notes of Queening Mind Games. Unisex perfume powdery, vanilla, coconut, iris, sweet, musky, fruity. Add to cart",2026-08-17T14:04:44+00:00
2819-AKR,Awake Akro,Awake Akro,Akro,unisex,IN_STOCK,1,https://leparfum.com.gr/en/elegants-fragrances/akro_perfume_type#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/elegant-αρώματα/2819-akr#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,,,,,,,,"Elegants Fragrances 2819-AKR EL466 From €10.00 2819-AKR Inspired by the fragrance notes of Awake Akro. Unisex perfume warm spicy, coffee, aromatic, citrus, woody. Add to cart",2026-08-17T14:04:44+00:00
2818-SWISA N,Shaghaf Oud Swiss Arabian,Shaghaf Oud Swiss Arabian,Swiss Arabian,unisex,IN_STOCK,1,https://leparfum.com.gr/en/niche-perfumes/Swiss_Arabian_dupe#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_OFFICIAL_EXPLICIT,https://leparfum.com.gr/el/niche-αρώματα/Swiss_Arabian_αρωματα_τυπου#/1-επιλέξτε-άρωμα/2-μπουκάλι-30ml/3-ενίσχυση-0ml,1,shobi-explicit-inspired-by,,https://www.fragrantica.com/perfume/Swiss-Arabian/Shaghaf-Oud-50582.html,,,,,,https://raw.githubusercontent.com/MarvvRed/Shobi-Perfume-Inspiration/fragrantica-image-cache/images/50582.avif,"Niche Perfumes 2818-SWISA N AR598 From €15.00 2818-SWISA N Inspired by the fragrance notes of Shaghaf Oud Swiss Arabian. Unisex perfume sweet, oud, vanilla, rose, warm spicy, lactonic, nutty, metallic, powdery. Add to cart",2026-08-17T14:04:44+00:00
2817-INI LUX,Oud for Greatness Neo Initio Parfums,Oud for Greatness Neo Initio Parfums,Initio Parfums Privés,unisex,IN_STOCK,1,https://leparfum.com.gr/en/luxury-perfumes/oud_greatness_perfume#/1-choose-eau_de_parfum/2-bottle-30ml/3-extra_essence-0ml,SHOBI_CATALOG_UNRESOLVED_IDENTITY,,0,,,,,,,,,,"Luxury Perfumes 2817-INI LUX LUX041 From €20.00 2817-INI LUXInspired by the fragrance notes of Oud for Greatness Neo Initio Parfums. Unisex perfume fresh spicy, aromatic, oud, lavender, woody, citrus, warm spicy, conifer. Add to cart",2026-08-17T14:04:44+00:00
